PTX Hexadecimal Floating-Point Constants
================================================================================

Total unique constants: 7607
Total occurrences: 1224282

DOUBLE-PRECISION CONSTANTS (0d/0D + 16 hex digits):
--------------------------------------------------------------------------------
0f289F58AB: 1 occurrences
0f91342F11: 1 occurrences
0f000004DB: 1 occurrences
0fFBB01DDE: 1 occurrences
0f840D5C9F: 1 occurrences
0f02115766: 1 occurrences
0fAD38B34B: 1 occurrences
0f412FFFFF: 1 occurrences
0fC166872B: 1 occurrences
0f040E24FB: 1 occurrences
0f324AA2F5: 1 occurrences
0f027111D4: 1 occurrences
0f2A5ACEB1: 1 occurrences
0fBE818675: 1 occurrences
0fB78EDBA6: 1 occurrences
0f0249B132: 1 occurrences
0fABF11554: 1 occurrences
0f44F00000: 1 occurrences
0f692496CF: 1 occurrences
0f237FB0B9: 1 occurrences
0f79DA03E9: 1 occurrences
0fF9EB80B2: 1 occurrences
0f78038495: 1 occurrences
0f1B6BB763: 1 occurrences
0f83E708E3: 1 occurrences
0f0000008B: 1 occurrences
0f000002E3: 1 occurrences
0f83FC490C: 1 occurrences
0f023AC631: 1 occurrences
0fFBBCEF09: 1 occurrences
0f7B826A13: 1 occurrences
0f8000007D: 1 occurrences
0fF9C2E774: 1 occurrences
0f34563365: 1 occurrences
0fFA0AA6CC: 1 occurrences
0f8000037A: 1 occurrences
0f842A05A7: 1 occurrences
0fF818D458: 1 occurrences
0fFA15C2A4: 1 occurrences
0f80000328: 1 occurrences
0f03F91EE8: 1 occurrences
0f000003E3: 1 occurrences
0fC2040000: 1 occurrences
0FF9724745: 1 occurrences
0fC21E0000: 1 occurrences
0f3EAAAA3B: 1 occurrences
0f041BA984: 1 occurrences
0fFB5254B0: 1 occurrences
0fB931257C: 1 occurrences
0fD562D5D3: 1 occurrences
0fB26F5DFB: 1 occurrences
0fFBADD0AF: 1 occurrences
0f85CA1888: 1 occurrences
0f431A970A: 1 occurrences
0f8266AF29: 1 occurrences
0f859C7499: 1 occurrences
0f42C7CCCD: 1 occurrences
0f80001D88: 1 occurrences
0f8407A523: 1 occurrences
0f9E5B06FB: 1 occurrences
0f840DDF4A: 1 occurrences
0f827EA3DE: 1 occurrences
0f40A78D37: 1 occurrences
0fA35F7B78: 1 occurrences
0f058604A1: 1 occurrences
0f820C630B: 1 occurrences
0fF00D52D0: 1 occurrences
0f8251A0A7: 1 occurrences
0f0F806B07: 1 occurrences
0f7A072770: 1 occurrences
0f7839F62E: 1 occurrences
0f0FA2C960: 1 occurrences
0f80001D0F: 1 occurrences
0f841BC801: 1 occurrences
0fE1254699: 1 occurrences
0fFB8922C7: 1 occurrences
0f780F82D4: 1 occurrences
0f7BA1C244: 1 occurrences
0f8000054E: 1 occurrences
0f7823D628: 1 occurrences
0fF9D90779: 1 occurrences
0f5F83E88B: 1 occurrences
0f376EF538: 1 occurrences
0f825B8265: 1 occurrences
0f8285851E: 1 occurrences
0fCDF5EDC4: 1 occurrences
0f80000429: 1 occurrences
0fF9E9D978: 1 occurrences
0f19907DA6: 1 occurrences
0f00000077: 1 occurrences
0f3FCBB7E4: 1 occurrences
0f449C4000: 1 occurrences
0f49800000: 1 occurrences
0f826CEE8B: 1 occurrences
0fC334828F: 1 occurrences
0f6E214CDB: 1 occurrences
0f82215231: 1 occurrences
0fCE76AAF9: 1 occurrences
0f419F76C9: 1 occurrences
0f040630BB: 1 occurrences
0f3E3C1E79: 1 occurrences
0f04257CE2: 1 occurrences
0f32F4375E: 1 occurrences
0fF9B6F2AC: 1 occurrences
0f0D526120: 1 occurrences
0f6CB07D44: 1 occurrences
0f780ACA4C: 1 occurrences
0f78519A52: 1 occurrences
0f8418E5BA: 1 occurrences
0f78071482: 1 occurrences
0fFBA973F4: 1 occurrences
0f0241523B: 1 occurrences
0fF8406EC9: 1 occurrences
0fF801E738: 1 occurrences
0f82189526: 1 occurrences
0fF9F04B60: 1 occurrences
0f057D5719: 1 occurrences
0f359DB821: 1 occurrences
0f3FE50000: 1 occurrences
0fBED80000: 1 occurrences
0f3ED80000: 1 occurrences
0fAD9DE60F: 1 occurrences
0f021486C5: 1 occurrences
0fFB927A03: 1 occurrences
0f253272FE: 1 occurrences
0f0597B931: 1 occurrences
0fA1B66A8A: 1 occurrences
0fF00A6A59: 1 occurrences
0fEC6E9EF5: 1 occurrences
0f80000055: 1 occurrences
0f02127F95: 1 occurrences
0f79C43AAA: 1 occurrences
0f83C5500F: 1 occurrences
0f83DEEF9D: 1 occurrences
0f0000326B: 1 occurrences
0f92A1E513: 1 occurrences
0fD4DA7819: 1 occurrences
0fD6D8BB8B: 1 occurrences
0f9B3F783C: 1 occurrences
0f7500DAC0: 1 occurrences
0f4ECBCCDA: 1 occurrences
0f51F70160: 1 occurrences
0f00000515: 1 occurrences
0fFB83AF7A: 1 occurrences
0f84101E3B: 1 occurrences
0f80000089: 1 occurrences
0f8263CFEF: 1 occurrences
0f9E793F1B: 1 occurrences
0fD01CCA3F: 1 occurrences
0fF8577E9F: 1 occurrences
0f3F119F92: 1 occurrences
0fA53B332A: 1 occurrences
0f6E0AB885: 1 occurrences
0fF8186F5F: 1 occurrences
0f000003AF: 1 occurrences
0fF85E0702: 1 occurrences
0f9997607A: 1 occurrences
0f0000046F: 1 occurrences
0fE45B9E63: 1 occurrences
0f8226EDCE: 1 occurrences
0f80002C99: 1 occurrences
0f83E3B330: 1 occurrences
0f7B93C458: 1 occurrences
0f7B50CA42: 1 occurrences
0f858FC238: 1 occurrences
0f05B7FF3F: 1 occurrences
0f7A1524DE: 1 occurrences
0f9EB16B58: 1 occurrences
0f1662E6EB: 1 occurrences
0f7A0D3B78: 1 occurrences
0f456F275C: 1 occurrences
0F702E10BF: 1 occurrences
0f4B4E7B60: 1 occurrences
0fF9B0AD57: 1 occurrences
0f00002942: 1 occurrences
0f83ED4BC1: 1 occurrences
0f32A4C144: 1 occurrences
0fFB80043D: 1 occurrences
0fFA0ADC0B: 1 occurrences
0f8000007F: 1 occurrences
0fE7CF807C: 1 occurrences
0f780A0CF8: 1 occurrences
0f79C22E12: 1 occurrences
0f6D01524F: 1 occurrences
0f00003690: 1 occurrences
0f02FF01F2: 1 occurrences
0fB43E579B: 1 occurrences
0f3E12352F: 1 occurrences
0f4EB12E47: 1 occurrences
0fFB99F088: 1 occurrences
0fC19CDD2F: 1 occurrences
0f040AF67B: 1 occurrences
0f00003504: 1 occurrences
0f800003B4: 1 occurrences
0fFB99D352: 1 occurrences
0fAA19F1BD: 1 occurrences
0f05851259: 1 occurrences
0f80003751: 1 occurrences
0fB40BB9DD: 1 occurrences
0f7A16B145: 1 occurrences
0f020FFAF3: 1 occurrences
0f7A17F6AD: 1 occurrences
0f800003E8: 1 occurrences
0f95FC24C5: 1 occurrences
0fBBB2CB0D: 1 occurrences
0f3EB28BA6: 1 occurrences
0f3D089707: 1 occurrences
0f3CE477E2: 1 occurrences
0f3D4C4525: 1 occurrences
0f3ECC4229: 1 occurrences
0f2385AB76: 1 occurrences
0f20372901: 1 occurrences
0f28408812: 1 occurrences
0f2C244EDB: 1 occurrences
0f30020914: 1 occurrences
0f33918D5A: 1 occurrences
0f36E3919C: 1 occurrences
0f39E38DF6: 1 occurrences
0f3C800002: 1 occurrences
0f41015C29: 1 occurrences
0f3CE93D2E: 1 occurrences
0fBF00BCD4: 1 occurrences
0fBD47A025: 1 occurrences
0fBD3E1EA9: 1 occurrences
0fBE19334B: 1 occurrences
0f3ECC422B: 1 occurrences
0f25C54AC1: 1 occurrences
0f224D7BDD: 1 occurrences
0f2A370C80: 1 occurrences
0f2E11C2C5: 1 occurrences
0f31C296AE: 1 occurrences
0f3535FFFE: 1 occurrences
0f38638F95: 1 occurrences
0f3B2AAA97: 1 occurrences
0f3D800001: 1 occurrences
0f783CA611: 1 occurrences
0f841C8579: 1 occurrences
0f83C4F03C: 1 occurrences
0fEE3D9108: 1 occurrences
0f85A5944B: 1 occurrences
0fC7EA6000: 1 occurrences
0f390BCE80: 1 occurrences
0f47F42400: 1 occurrences
0f02262E28: 1 occurrences
0f80002070: 1 occurrences
0f78383F92: 1 occurrences
0f83DBAB56: 1 occurrences
0fFA154C50: 1 occurrences
0f66205A10: 1 occurrences
0fB6034E22: 1 occurrences
0f0286E191: 1 occurrences
0f0426A0B5: 1 occurrences
0fBE1054D1: 1 occurrences
0fC008FC06: 1 occurrences
0fC088EDCC: 1 occurrences
0fBE74717B: 1 occurrences
0fBFC6551C: 1 occurrences
0fBDE418B3: 1 occurrences
0fC0100059: 1 occurrences
0fFA140ADA: 1 occurrences
0f000003EF: 1 occurrences
0fD561D10E: 1 occurrences
0f823B392E: 1 occurrences
0fE959FDEB: 1 occurrences
0f84005AC1: 1 occurrences
0f0281B576: 1 occurrences
0fC83A7980: 1 occurrences
0f85C62C04: 1 occurrences
0f83C6510A: 1 occurrences
0f84165EEB: 1 occurrences
0fBF5387D9: 1 occurrences
0f02200032: 1 occurrences
0f7B5FE3AD: 1 occurrences
0f26FBB27A: 1 occurrences
0f00001DC3: 1 occurrences
0fD8C2AA7D: 1 occurrences
0f165FB549: 1 occurrences
0f1E5C4ECF: 1 occurrences
0f7BBEC85A: 1 occurrences
0f055E1E8B: 1 occurrences
0f3DFA9F3A: 1 occurrences
0fBDCCCCCC: 1 occurrences
0f84287DB4: 1 occurrences
0f8585C34C: 1 occurrences
0f0000005E: 1 occurrences
0f3263E87C: 1 occurrences
0f03D3B08E: 1 occurrences
0f83E6F777: 1 occurrences
0fBE758C5A: 1 occurrences
0fFA17F0C2: 1 occurrences
0f03FCEA20: 1 occurrences
0f0406CD88: 1 occurrences
0fFB5EF704: 1 occurrences
0f379DA7CF: 1 occurrences
0fF9FF11F6: 1 occurrences
0f80001FFD: 1 occurrences
0f80000058: 1 occurrences
0f05A101B9: 1 occurrences
0f820CAC38: 1 occurrences
0fF9A62F45: 1 occurrences
0f0287A137: 1 occurrences
0f21BB8602: 1 occurrences
0f417E8F50: 1 occurrences
0f3FFE8F50: 1 occurrences
0fBFFE8F50: 1 occurrences
0f367E8F50: 1 occurrences
0f1B3D5AA3: 1 occurrences
0fFB5C84DC: 1 occurrences
0f00000066: 1 occurrences
0f7B95139D: 1 occurrences
0f79FE3515: 1 occurrences
0f0F513BBC: 1 occurrences
0f40019000: 1 occurrences
0f3CC80000: 1 occurrences
0fBD480000: 1 occurrences
0fFA22F3F3: 1 occurrences
0f786F4EF0: 1 occurrences
0fFBB87C1E: 1 occurrences
0f7A0138E2: 1 occurrences
0fE2A8398D: 1 occurrences
0f823A25E8: 1 occurrences
0f00000487: 1 occurrences
0f80000452: 1 occurrences
0f786F0CAC: 1 occurrences
0f9CD3276D: 1 occurrences
0f821ED10C: 1 occurrences
0f8D9BFFC2: 1 occurrences
0f79E39161: 1 occurrences
0f05B36482: 1 occurrences
0f7A081027: 1 occurrences
0fF7F7CD0A: 1 occurrences
0f83AA728B: 1 occurrences
0f00002D7A: 1 occurrences
0f7BB2775F: 1 occurrences
0f588AE13D: 1 occurrences
0f85709F46: 1 occurrences
0f8000294D: 1 occurrences
0f856D9F99: 1 occurrences
0f7A19DFC5: 1 occurrences
0f3793C1F0: 1 occurrences
0f02730798: 1 occurrences
0f78164403: 1 occurrences
0f03C87A34: 1 occurrences
0f40700000: 1 occurrences
0f3ED32D7C: 1 occurrences
0f3EB71437: 1 occurrences
0f3E38C49C: 1 occurrences
0f3E59C6ED: 1 occurrences
0f3F371437: 1 occurrences
0f3D93D07D: 1 occurrences
0f3C9E6221: 1 occurrences
0f3DF41AEF: 1 occurrences
0f3F734721: 1 occurrences
0fB3000000: 1 occurrences
0f32800800: 1 occurrences
0fC0B1C71C: 1 occurrences
0fC0638E39: 1 occurrences
0fBF638E39: 1 occurrences
0fBE638E39: 1 occurrences
0f4A7FE000: 1 occurrences
0fB7800000: 1 occurrences
0f3F9DF3B6: 1 occurrences
0f83ED3A55: 1 occurrences
0fD6B7D680: 1 occurrences
0fECB1223E: 1 occurrences
0f2F1808D2: 1 occurrences
0fDF699747: 1 occurrences
0f5D6947B2: 1 occurrences
0f9A3A3DD0: 1 occurrences
0f878C5000: 1 occurrences
0fF9CE5620: 1 occurrences
0fFA164AB8: 1 occurrences
0f785283D2: 1 occurrences
0f3400005D: 1 occurrences
0f3A0094E6: 1 occurrences
0f3EC80000: 1 occurrences
0f34802006: 1 occurrences
0f40500000: 1 occurrences
0f03B74F63: 1 occurrences
0f785C8F82: 1 occurrences
0f5B5505AB: 1 occurrences
0fBDB5222E: 1 occurrences
0f419D0E56: 1 occurrences
0f2050358A: 1 occurrences
0f85D263E5: 1 occurrences
0f85A606A1: 1 occurrences
0f8000004A: 1 occurrences
0f041A8383: 1 occurrences
0f44C49666: 1 occurrences
0fECC52DDF: 1 occurrences
0fC33CA3D7: 1 occurrences
0fF801D44A: 1 occurrences
0f7B521498: 1 occurrences
0f00000320: 1 occurrences
0f46920E00: 1 occurrences
0f51BCB924: 1 occurrences
0f85AA13CF: 1 occurrences
0f60C30011: 1 occurrences
0f00000517: 1 occurrences
0f4CF521E8: 1 occurrences
0f79C896E7: 1 occurrences
0fDBCAE53E: 1 occurrences
0fF9D6592A: 1 occurrences
0f6FC8B030: 1 occurrences
0f539C28D6: 1 occurrences
0f05A7B206: 1 occurrences
0f05931E74: 1 occurrences
0f0000231C: 1 occurrences
0f03C41ACF: 1 occurrences
0fA9E9E4FA: 1 occurrences
0fFB94670C: 1 occurrences
0f823FB018: 1 occurrences
0f79F4FA71: 1 occurrences
0f640C5D10: 1 occurrences
0fC2FF0000: 1 occurrences
0f056C5E5F: 1 occurrences
0f80000455: 1 occurrences
0f83D9822C: 1 occurrences
0f0283D18F: 1 occurrences
0fF853CF25: 1 occurrences
0f82842C27: 1 occurrences
0fA0157C8C: 1 occurrences
0f83AE6DC2: 1 occurrences
0fAA282FDB: 1 occurrences
0f34A18000: 1 occurrences
0fBF30E94F: 1 occurrences
0fB4831800: 1 occurrences
0f3EC642C0: 1 occurrences
0f341F8000: 1 occurrences
0fBF3ED6BB: 1 occurrences
0fB4042000: 1 occurrences
0f3DE77C46: 1 occurrences
0f0000052F: 1 occurrences
0f7C22FDD0: 1 occurrences
0f8000008C: 1 occurrences
0f03BE791A: 1 occurrences
0f25372D19: 1 occurrences
0f7A0D9045: 1 occurrences
0f02095A01: 1 occurrences
0f0567D6B0: 1 occurrences
0fBF16CBE4: 1 occurrences
0fBF1FFFFF: 1 occurrences
0fBF7B53D1: 1 occurrences
0fBF5FFFFF: 1 occurrences
0fBFAFEDDF: 1 occurrences
0f4EBAC352: 1 occurrences
0fFB6ECBCA: 1 occurrences
0f6C74AEC8: 1 occurrences
0f3FF4AEC8: 1 occurrences
0fBFF4AEC8: 1 occurrences
0f6C000000: 1 occurrences
0f6174AEC8: 1 occurrences
0fBFEDD2F2: 1 occurrences
0fF9EA50FC: 1 occurrences
0f358BFD35: 1 occurrences
0f4169FBE7: 1 occurrences
0f799A9D19: 1 occurrences
0f0267A313: 1 occurrences
0fFBB03685: 1 occurrences
0fF80CC652: 1 occurrences
0fAF345D28: 1 occurrences
0f000022AB: 1 occurrences
0fFBB879A7: 1 occurrences
0f7BA8337B: 1 occurrences
0f7A07A3AF: 1 occurrences
0f3AC5974E: 1 occurrences
0f3C20BA1F: 1 occurrences
0f3EAAAAC4: 1 occurrences
0f3F060AA6: 1 occurrences
0f44FFE000: 1 occurrences
0f781A6516: 1 occurrences
0f1124BFF5: 1 occurrences
0f3FA4BFF5: 1 occurrences
0fBFA4BFF5: 1 occurrences
0f11000000: 1 occurrences
0f0624BFF5: 1 occurrences
0f79EB066C: 1 occurrences
0fFBB25EB8: 1 occurrences
0f0000365B: 1 occurrences
0f7A00A8EA: 1 occurrences
0f7BB2DEE9: 1 occurrences
0f85AFC9AA: 1 occurrences
0f05635F57: 1 occurrences
0f040958B2: 1 occurrences
0fABC8776B: 1 occurrences
0f041FF54F: 1 occurrences
0f37800000: 1 occurrences
0f457FF000: 1 occurrences
0f46184400: 1 occurrences
0f40D1B717: 1 occurrences
0fBF7FFFFF: 1 occurrences
0f05936282: 1 occurrences
0f3FFACC28: 1 occurrences
0fBDA67AF0: 1 occurrences
0fBD267AF0: 1 occurrences
0f3DA67AF0: 1 occurrences
0fCDBC0000: 1 occurrences
0f02689381: 1 occurrences
0f00002DC9: 1 occurrences
0f8282C540: 1 occurrences
0f3FDC082E: 1 occurrences
0fBF0FDF48: 1 occurrences
0f3F0FDF48: 1 occurrences
0f675B3BBA: 1 occurrences
0f000004A6: 1 occurrences
0f27F59851: 1 occurrences
0f4E260000: 1 occurrences
0f68B8105C: 1 occurrences
0f3F83879F: 1 occurrences
0f80002CEC: 1 occurrences
0f9D0878FD: 1 occurrences
0fCB70B130: 1 occurrences
0fC2F00000: 1 occurrences
0f3FCCCCCD: 1 occurrences
0f38B0F8B0: 1 occurrences
0f3930F8A8: 1 occurrences
0f3984BA7C: 1 occurrences
0f39B0F8A4: 1 occurrences
0f39DD36CC: 1 occurrences
0f3A04BA7A: 1 occurrences
0f3A1AD98E: 1 occurrences
0f3A30F8A2: 1 occurrences
0fC213DD78: 1 occurrences
0f4283126F: 1 occurrences
0f4264EFD9: 1 occurrences
0fC43C4DEC: 1 occurrences
0f4264C6BF: 1 occurrences
0f420D9EA4: 1 occurrences
0f46A007B3: 1 occurrences
0f46A004D5: 1 occurrences
0f469F0C20: 1 occurrences
0f46A001A3: 1 occurrences
0f46A0029F: 1 occurrences
0f438A8E56: 1 occurrences
0fC336A37B: 1 occurrences
0f447EF88C: 1 occurrences
0fC57A938E: 1 occurrences
0fC5834D6A: 1 occurrences
0f44514F48: 1 occurrences
0f4442ACFB: 1 occurrences
0fC41FF36B: 1 occurrences
0f4460B674: 1 occurrences
0fC437D5AA: 1 occurrences
0fC3218F4C: 1 occurrences
0f4270068E: 1 occurrences
0f42928390: 1 occurrences
0f419797A1: 1 occurrences
0fC16FF1C0: 1 occurrences
0f4187D9BE: 1 occurrences
0f42558F7F: 1 occurrences
0f41E85C1F: 1 occurrences
0f41C8A58B: 1 occurrences
0f41A6CB86: 1 occurrences
0f41CE2C89: 1 occurrences
0fC206651F: 1 occurrences
0fC49C7821: 1 occurrences
0f4373AC1A: 1 occurrences
0f437391C8: 1 occurrences
0f43B40A79: 1 occurrences
0fC44FD6D8: 1 occurrences
0f44162ED3: 1 occurrences
0f4228F989: 1 occurrences
0f428DF084: 1 occurrences
0fC12938F4: 1 occurrences
0fC0CCDEEB: 1 occurrences
0fC2848BB6: 1 occurrences
0f42A8DE7B: 1 occurrences
0fC0BBA8E3: 1 occurrences
0f4177FB7A: 1 occurrences
0f429BCE27: 1 occurrences
0f4265A93D: 1 occurrences
0f42969AAC: 1 occurrences
0fBFDE129A: 1 occurrences
0fC2122983: 1 occurrences
0fC1ECB74E: 1 occurrences
0fBDD3EC86: 1 occurrences
0fC1762B96: 1 occurrences
0f428CC10E: 1 occurrences
0fC2709310: 1 occurrences
0fC20FB824: 1 occurrences
0f421C6D1E: 1 occurrences
0f4236A833: 1 occurrences
0f41ECFB00: 1 occurrences
0fC13720E9: 1 occurrences
0fC0AB5E68: 1 occurrences
0fC282381E: 1 occurrences
0fC16B3BA3: 1 occurrences
0fC2AD065E: 1 occurrences
0fC33680AB: 1 occurrences
0fC2A6AD7E: 1 occurrences
0f424AF775: 1 occurrences
0fC12BB276: 1 occurrences
0fC1D46C53: 1 occurrences
0fC209EBE7: 1 occurrences
0f4092D153: 1 occurrences
0f418E91BE: 1 occurrences
0fC262859C: 1 occurrences
0f411C13F2: 1 occurrences
0f41AEDA9E: 1 occurrences
0fC214F1EA: 1 occurrences
0f42015D2D: 1 occurrences
0f40996A1F: 1 occurrences
0f4208BC3C: 1 occurrences
0fC595F6A9: 1 occurrences
0f453F6A94: 1 occurrences
0f4522B8E9: 1 occurrences
0f453B04BC: 1 occurrences
0fC58EA305: 1 occurrences
0f4550626F: 1 occurrences
0fC5878961: 1 occurrences
0f451FA4C6: 1 occurrences
0f4507C30D: 1 occurrences
0f45272A7C: 1 occurrences
0fC581DEBE: 1 occurrences
0f4544B0D1: 1 occurrences
0fC2CEE64D: 1 occurrences
0f43F5EBFB: 1 occurrences
0f43E82D7B: 1 occurrences
0f43A8C203: 1 occurrences
0fBFA19761: 1 occurrences
0fC2953A24: 1 occurrences
0f45A96430: 1 occurrences
0fC5A42DE0: 1 occurrences
0fC597328B: 1 occurrences
0fC4F5DE7A: 1 occurrences
0f457BFAE3: 1 occurrences
0fC5137BC0: 1 occurrences
0f4565611C: 1 occurrences
0fC58105D1: 1 occurrences
0fC571AFD1: 1 occurrences
0fC4B624FF: 1 occurrences
0f45093C79: 1 occurrences
0fC48DF117: 1 occurrences
0f43E70004: 1 occurrences
0f425CD91F: 1 occurrences
0f43371BC0: 1 occurrences
0f427733A9: 1 occurrences
0f43BC7E28: 1 occurrences
0fC39F34D7: 1 occurrences
0f43DBEB18: 1 occurrences
0f431D86DF: 1 occurrences
0f43073274: 1 occurrences
0f42A881FF: 1 occurrences
0f43AFD510: 1 occurrences
0fC389812B: 1 occurrences
0f44EB4B94: 1 occurrences
0fC5239D5E: 1 occurrences
0fC5121922: 1 occurrences
0fC3B6A551: 1 occurrences
0f4534EA29: 1 occurrences
0f43E71716: 1 occurrences
0f428DAD32: 1 occurrences
0f42C53346: 1 occurrences
0f40C42488: 1 occurrences
0f430C01B1: 1 occurrences
0fC32B36CB: 1 occurrences
0fC3AFE917: 1 occurrences
0fC2493F0E: 1 occurrences
0fC2E5DDAA: 1 occurrences
0fC15FA4C1: 1 occurrences
0fC2D9B513: 1 occurrences
0f42CA3726: 1 occurrences
0fC4DAB9F5: 1 occurrences
0fC4ACE5B4: 1 occurrences
0f442B9D3D: 1 occurrences
0f45014467: 1 occurrences
0fC50098A2: 1 occurrences
0fC4091EEB: 1 occurrences
0fC32CABAA: 1 occurrences
0f447C04C9: 1 occurrences
0f430EDE04: 1 occurrences
0fC37D8C88: 1 occurrences
0f43CA756F: 1 occurrences
0f469F6B3C: 1 occurrences
0f469F14F9: 1 occurrences
0f469F934B: 1 occurrences
0f469F2EC7: 1 occurrences
0f469F0419: 1 occurrences
0f4482F9EC: 1 occurrences
0f4506F640: 1 occurrences
0f43F75AFB: 1 occurrences
0fC3C89720: 1 occurrences
0f42DFE32A: 1 occurrences
0f421646FF: 1 occurrences
0f450D2C5A: 1 occurrences
0fC355AA71: 1 occurrences
0f423A604E: 1 occurrences
0f446A3055: 1 occurrences
0fC29CB436: 1 occurrences
0f433EB598: 1 occurrences
0fC3A0AEE7: 1 occurrences
0f43902123: 1 occurrences
0fC3C4EA73: 1 occurrences
0f43D4C1A9: 1 occurrences
0f43C6348A: 1 occurrences
0f440D25AB: 1 occurrences
0f43A0E073: 1 occurrences
0f443074EB: 1 occurrences
0f410269FD: 1 occurrences
0f43EBE059: 1 occurrences
0fC2CCAE9A: 1 occurrences
0f43B79CD5: 1 occurrences
0fC107D8D2: 1 occurrences
0f42E5E85C: 1 occurrences
0f42F675A8: 1 occurrences
0f43611920: 1 occurrences
0fC3456F0A: 1 occurrences
0f43C2FEB8: 1 occurrences
0f424286F9: 1 occurrences
0f42CF4E52: 1 occurrences
0fC1CB1364: 1 occurrences
0f43CD4FDF: 1 occurrences
0f3F116611: 1 occurrences
0fC3A320BF: 1 occurrences
0fC2FE567D: 1 occurrences
0f4309DAFB: 1 occurrences
0fC3CCC4BA: 1 occurrences
0fC21AD3CC: 1 occurrences
0fC1293873: 1 occurrences
0fC1B6E418: 1 occurrences
0fC2CC6A72: 1 occurrences
0fC2A13A78: 1 occurrences
0fC2E89D43: 1 occurrences
0fC1B09C6B: 1 occurrences
0fC22F6E17: 1 occurrences
0f424B6BA4: 1 occurrences
0f41F22F9D: 1 occurrences
0f42168A10: 1 occurrences
0fC21BF84E: 1 occurrences
0f41CFF50B: 1 occurrences
0fC25E35AB: 1 occurrences
0fC211F2DC: 1 occurrences
0f4239B599: 1 occurrences
0fC17E3275: 1 occurrences
0f415ECF03: 1 occurrences
0fC024DB27: 1 occurrences
0fC2D997B6: 1 occurrences
0fC208709D: 1 occurrences
0f41834C50: 1 occurrences
0f41633ED4: 1 occurrences
0fC2D25D30: 1 occurrences
0f41B0DF06: 1 occurrences
0fC22247D3: 1 occurrences
0f415D1C7B: 1 occurrences
0fC272DA12: 1 occurrences
0fC2E836B6: 1 occurrences
0f4135F647: 1 occurrences
0f4015E8CF: 1 occurrences
0f42E4ADCA: 1 occurrences
0fC1F17B17: 1 occurrences
0f436CC3FE: 1 occurrences
0f44109071: 1 occurrences
0f41B975C2: 1 occurrences
0fC3A36113: 1 occurrences
0f44995033: 1 occurrences
0fC40FB97C: 1 occurrences
0f4355B73C: 1 occurrences
0f43A6A1F6: 1 occurrences
0fC30C3746: 1 occurrences
0fC3AD96EA: 1 occurrences
0f4170F49F: 1 occurrences
0f435B07A8: 1 occurrences
0f43096504: 1 occurrences
0f433E3ECA: 1 occurrences
0f43893F87: 1 occurrences
0f42DA290C: 1 occurrences
0fC32673D2: 1 occurrences
0f42699418: 1 occurrences
0fC322AFA8: 1 occurrences
0fC23E46F8: 1 occurrences
0fC34FF0F4: 1 occurrences
0f436BAB2F: 1 occurrences
0fC3FA12B6: 1 occurrences
0fC354846C: 1 occurrences
0f4312E332: 1 occurrences
0f43086727: 1 occurrences
0fC3F43B71: 1 occurrences
0f43171DF4: 1 occurrences
0f449CA3C6: 1 occurrences
0fC4CD5E4A: 1 occurrences
0f45965508: 1 occurrences
0f4430F388: 1 occurrences
0f4449FD37: 1 occurrences
0f43A11333: 1 occurrences
0fC5C65B42: 1 occurrences
0fC49D3565: 1 occurrences
0fC56C639D: 1 occurrences
0fC4B9CEAF: 1 occurrences
0f44473216: 1 occurrences
0fC4E07443: 1 occurrences
0f43DE4B45: 1 occurrences
0fC52BCF5F: 1 occurrences
0f453A6384: 1 occurrences
0fC5052B91: 1 occurrences
0f42314CA9: 1 occurrences
0fC40F5A10: 1 occurrences
0fC3B0531A: 1 occurrences
0fC519C3DF: 1 occurrences
0f441B9D3D: 1 occurrences
0f4226F7BC: 1 occurrences
0fC4714339: 1 occurrences
0fC4BC2481: 1 occurrences
0fC48EAE5C: 1 occurrences
0f44867A53: 1 occurrences
0f45596484: 1 occurrences
0fC4066384: 1 occurrences
0f439B020C: 1 occurrences
0fC48607A3: 1 occurrences
0fC517C8B0: 1 occurrences
0f4513993D: 1 occurrences
0fC4C62A1B: 1 occurrences
0f4270B64C: 1 occurrences
0fC4B396D1: 1 occurrences
0f417B53D2: 1 occurrences
0f4196CBE4: 1 occurrences
0f41AFEDE0: 1 occurrences
0f3F16CBE4: 1 occurrences
0f3F7B53D2: 1 occurrences
0f3FAFEDE0: 1 occurrences
0fC3D102AD: 1 occurrences
0f41DDB3D7: 1 occurrences
0fC45142AD: 1 occurrences
0f05A2F72A: 1 occurrences
0fF817A894: 1 occurrences
0f3E100000: 1 occurrences
0f3AC90FDB: 1 occurrences
0f404AE00D: 1 occurrences
0f3F7851EC: 1 occurrences
0fC47FC000: 1 occurrences
0f3F7FF2E5: 1 occurrences
0fC4FA0000: 1 occurrences
0fFA07D10B: 1 occurrences
0fFB8EEED2: 1 occurrences
0fAD760B58: 1 occurrences
0f7B8F4C7F: 1 occurrences
0fDBC792DD: 1 occurrences
0f82668559: 1 occurrences
0f83C76372: 1 occurrences
0f4B8FBCE0: 1 occurrences
0f79E9509A: 1 occurrences
0f03B40B1C: 1 occurrences
0f8213314A: 1 occurrences
0fF816E4F1: 1 occurrences
0f026B3E77: 1 occurrences
0fFB8C0655: 1 occurrences
0f05B80F94: 1 occurrences
0f7A08F6E5: 1 occurrences
0f8000005A: 1 occurrences
0fC19A7EA1: 1 occurrences
