PTX Hexadecimal Floating-Point Constants
================================================================================

Total unique constants: 7607
Total occurrences: 1224282

DOUBLE-PRECISION CONSTANTS (0d/0D + 16 hex digits):
--------------------------------------------------------------------------------
0d4415AF1D78B58C40: 12 occurrences
0d3FA99999A0000000: 12 occurrences
0d3FEF5C28F5C28F5C: 11 occurrences
0d4050000000000000: 11 occurrences
0d3D06849B86A12B9B: 11 occurrences
0d3F947AE14CCCCCCD: 11 occurrences
0d3DDB7CDFD9D7BDBC: 11 occurrences
0d7FDA827999FCEF32: 11 occurrences
0d0020000000000000: 11 occurrences
0d3FE9884540000000: 10 occurrences
0d409F400000000000: 10 occurrences
0d3FF999999999999A: 10 occurrences
0dBFE4CCCCCCCCCCCD: 10 occurrences
0dBFB1EB851EB851EC: 10 occurrences
0d3FE2CD9E83E425AF: 10 occurrences
0d3F96872B020C49BA: 10 occurrences
0d3FCD0E5604189375: 10 occurrences
0d3FBE76C8B4395810: 10 occurrences
0d4039000000000000: 10 occurrences
0d4002666666666666: 10 occurrences
0d4062C00000000000: 10 occurrences
0d404F800000000000: 10 occurrences
0d3FF9E3779B97F4A8: 10 occurrences
0d3FB8000000000000: 10 occurrences
0d3FF000000D1006F5: 10 occurrences
0d3F4B68B992738FBF: 9 occurrences
0dBF5AC321034783F9: 9 occurrences
0dBF4380D01E4F7B8C: 9 occurrences
0d3F4A019FA29F7264: 9 occurrences
0dBF66C16C16B2ACEC: 9 occurrences
0d3FB5555555555545: 9 occurrences
0d3FED67F1C864BEAE: 9 occurrences
0dC022000000000000: 9 occurrences
0d3FEC28F5C28F5C29: 9 occurrences
0dC009000000000000: 9 occurrences
0dBC08DDF93324D327: 9 occurrences
0dBBB135D2E746E627: 9 occurrences
0d3C37B83EEF0B7C9F: 9 occurrences
0d3C69BA72CD589B91: 9 occurrences
0dBCA33689090A6B96: 9 occurrences
0d3C782E11898132E0: 9 occurrences
0d3CFDE4ACFD9E26BA: 9 occurrences
0dBD26D33EED66C487: 9 occurrences
0dBD36F2167040D8E2: 9 occurrences
0d3D872A22C2D77E20: 9 occurrences
0dBDAC8859C4E5C0AF: 9 occurrences
0dBDCDC583D118A561: 9 occurrences
0d3E120F47CCF46B3C: 9 occurrences
0dBE31A9E38DC84D60: 9 occurrences
0dBE5F36CD6D3D46A9: 9 occurrences
0d3E9C6B4F5D03B787: 9 occurrences
0dBEB6E8A5434AE8A2: 9 occurrences
0dBEED1D1F7B8736F6: 9 occurrences
0d3F2879C2A212F024: 9 occurrences
0dBF4845769484FCA8: 9 occurrences
0dBF78B6C33114F909: 9 occurrences
0d3FCEBD80D9B13E28: 9 occurrences
0d3FFA755E7C99AE86: 9 occurrences
0dC350000000000000: 9 occurrences
0d3DF49DA7E361CE4C: 9 occurrences
0d3FA5555555555555: 9 occurrences
0d40D069C000000000: 9 occurrences
0d3F7EB851EB851EB8: 9 occurrences
0d4075E00000000000: 9 occurrences
0d4056866666666666: 9 occurrences
0d3FA4B5DCC63F1412: 9 occurrences
0d3FAC28F5C28F5C29: 9 occurrences
0d40E55DD17332C7D3: 9 occurrences
0dBF50624DD2F1A9FC: 9 occurrences
0d407C1FFFFFFFFFFE: 9 occurrences
0d3F5C71C71C71C71C: 9 occurrences
0d3FF5C00000000000: 9 occurrences
0d3FC555555C7DDA4B: 8 occurrences
0d3F5B4E81B4E81B4E: 8 occurrences
0d3FE6E2EB1C432CA5: 8 occurrences
0d3FB27BB2FEC56D5D: 8 occurrences
0d4051800000000000: 8 occurrences
0d407FF00000000000: 8 occurrences
0d4070000000000000: 8 occurrences
0d3FEC9F25C5BFEDD9: 8 occurrences
0d3FD988453365DE00: 8 occurrences
0d3DD25868F4DEAE16: 8 occurrences
0d3FFC51EB851EB852: 8 occurrences
0d40AF400000000000: 8 occurrences
0d404CA5DC1A63C1F8: 8 occurrences
0d3E601B2B29A4692B: 8 occurrences
0dBFE6A09E667F3BCD: 8 occurrences
0dC02C000000000000: 8 occurrences
0dBFE7DA9003EEA20A: 8 occurrences
0d3FBCEE392E1EF73C: 8 occurrences
0d3F7EB851EB851EBA: 8 occurrences
0d3FFFAE147AE147AE: 8 occurrences
0dBDD257B4D002790D: 8 occurrences
0d4079000000000000: 8 occurrences
0dBFE3C6EF372FE950: 8 occurrences
0d3FB45F2D4E8DB8F2: 8 occurrences
0d3FFC000000000000: 8 occurrences
0d3EC92A737110E454: 8 occurrences
0d40239EB851EB851F: 8 occurrences
0d401921FB3FA6DEFC: 8 occurrences
0dBFC81C5975EEBA82: 8 occurrences
0d3E50000000000000: 8 occurrences
0d400553F7CED91687: 8 occurrences
0dBFC554D203805032: 8 occurrences
0d4059800000000000: 8 occurrences
0dBFD3333333333333: 8 occurrences
0dBFECCCCCCCCCCCCD: 8 occurrences
0d3FE595810624DD2F: 8 occurrences
0d3FA1111111111111: 8 occurrences
0d400AAAAAAAAAAAAB: 8 occurrences
0d40BF400000000000: 8 occurrences
0d4202A05F20000000: 8 occurrences
0d3FADF3E798D5FA48: 8 occurrences
0d3FA22AD1C35F4365: 8 occurrences
0d3FB61862CD54B209: 8 occurrences
0d3FBD2B84FE81FB98: 8 occurrences
0d3FC13AEA772CB23B: 8 occurrences
0d400921FB60000000: 7 occurrences
0d40191EB851EB851F: 7 occurrences
0d3F9A01A01A01A01A: 7 occurrences
0d3F4FA4D2AD8F904D: 7 occurrences
0d3FFFFC0B65AA4E0E: 7 occurrences
0d4000A0E7333839AA: 7 occurrences
0d3FEBE9222591AFAB: 7 occurrences
0d4008768CF7E57D5C: 7 occurrences
0d400B77E7E28DA583: 7 occurrences
0d3FF34F26A4F99CF9: 7 occurrences
0d3FC1F674ADB019ED: 7 occurrences
0d3F75DDAE9506431D: 7 occurrences
0d3F0ADA49AA32489C: 7 occurrences
0d4001E90FF51C2197: 7 occurrences
0d40111EA3A7CF3820: 7 occurrences
0d4011A0E4A4749594: 7 occurrences
0d400D4E977D38C14D: 7 occurrences
0d3FF37FD567EC0D5F: 7 occurrences
0d3FC1FB9D7F676033: 7 occurrences
0d3F75DDCDF98946E4: 7 occurrences
0d3F0ADA42D79D8DBB: 7 occurrences
0d3FFA2013964E259C: 7 occurrences
0d3FE8E2101C71B0BF: 7 occurrences
0d3FDABFE90921BE68: 7 occurrences
0d3F97E41314DE00D4: 7 occurrences
0d3F311BD487102E94: 7 occurrences
0d3FF59895C30BAA54: 7 occurrences
0d3FFAE8E5956A143F: 7 occurrences
0d3FDACCE85FF7383D: 7 occurrences
0d3F97E43B6CAC34FE: 7 occurrences
0d3F311BD08289EB12: 7 occurrences
0d4050E00000000000: 7 occurrences
0d4036800000000000: 7 occurrences
0d4045000000000000: 7 occurrences
0dBC07A42F549647FB: 7 occurrences
0dBE18BE0ECB45DF97: 7 occurrences
0d3F667847397A7511: 7 occurrences
0d3F61F9D29461F741: 7 occurrences
0dBFD52F1A9FBE76C9: 7 occurrences
0dBFC5A1CAC083126F: 7 occurrences
0d3FC3645A1CAC0831: 7 occurrences
0d3FDDA1CAC083126F: 7 occurrences
0d3FC6C8B439581062: 7 occurrences
0d3FC8F5C28F5C28F6: 7 occurrences
0dBFB4395810624DD3: 7 occurrences
0d3F7F212D77318FC5: 7 occurrences
0d3FFA76C8B4395810: 7 occurrences
0d3FFAE147AE147AE1: 7 occurrences
0d3FD199999999999A: 7 occurrences
0d3FAFBE76C8B43958: 7 occurrences
0d3F989374BC6A7EFA: 7 occurrences
0dBFE6FFF52C8540C9: 7 occurrences
0dBFD5555555555555: 7 occurrences
0d400921FB54442EEA: 7 occurrences
0d4072C00000000000: 7 occurrences
0d3FFD1EB850000000: 7 occurrences
0d4023666666666666: 7 occurrences
0dBF6CAC083126E979: 7 occurrences
0dC07F400000000000: 7 occurrences
0d4078828282828283: 7 occurrences
0d3FA7940310AE7A7D: 7 occurrences
0dC060000000000000: 7 occurrences
0d3FFD67F1C864BEB4: 7 occurrences
0d4030800000000000: 7 occurrences
0dC059400000000000: 7 occurrences
0d3FF11EB851EB851F: 7 occurrences
0dC059C00000000000: 7 occurrences
0d3FF0978D4FDF3B64: 7 occurrences
0d405A000000000000: 7 occurrences
0dC05A400000000000: 7 occurrences
0d3FCC28F5C28F5C29: 7 occurrences
0d405A800000000000: 7 occurrences
0d408F480000000000: 7 occurrences
0d405921FB54442D18: 7 occurrences
0d7FD1CCF385EBC8A0: 7 occurrences
0d3FA6E4E260000000: 6 occurrences
0d4066600000000000: 6 occurrences
0d3F91DF46A2529D39: 6 occurrences
0dC050E00000000000: 6 occurrences
0dC036800000000000: 6 occurrences
0d3FBCDA04C3B41F57: 6 occurrences
0d3FEC64BF67897C15: 6 occurrences
0d3FDB851EB851EB85: 6 occurrences
0d3FE820C49BA5E354: 6 occurrences
0dC02E000000000000: 6 occurrences
0dBE112E0BE826D695: 6 occurrences
0dBE45798EE2308C3A: 6 occurrences
0d3FD78B56362CEF38: 6 occurrences
0d4016A09E55C0FCB5: 6 occurrences
0d3F2FC59825255377: 6 occurrences
0d3F3010436F158C84: 6 occurrences
0dBF135E00BC3D8877: 6 occurrences
0d3F579CDF74444A88: 6 occurrences
0d3F80688C5B6D8EFA: 6 occurrences
0d3F9554D8F54F21FC: 6 occurrences
0d3FA555561DC3E03F: 6 occurrences
0d3FF3C28F5C28F5C3: 6 occurrences
0dBFC5555555555555: 6 occurrences
0d3FE70A3D70A3D70A: 6 occurrences
0dBEE4F8B588E368F1: 6 occurrences
0d39B4484BFEEBC2A0: 6 occurrences
0d3C8BDD3413B26456: 6 occurrences
0d40B7700000000000: 6 occurrences
0dC030000000000000: 6 occurrences
0d3F3FEABDAF5FE12A: 6 occurrences
0d3FF2666666666666: 6 occurrences
0d3DA5FD7FE1796495: 6 occurrences
0dBFF7666666666666: 6 occurrences
0dBFEFFE5C91D14E3C: 6 occurrences
0dBFA7940310AE7A7D: 6 occurrences
0dC02B3B645A1CAC08: 6 occurrences
0d4029F66409BFC756: 6 occurrences
0d3FE6A09E607DC426: 6 occurrences
0dBFA0F27BB2FEC56D: 6 occurrences
0dC01D99999999999A: 6 occurrences
0d423818DD06D85A7F: 6 occurrences
0d424818DD06D85A7F: 6 occurrences
0d3F25D867C3ECE2A5: 6 occurrences
0d405921FA00000000: 6 occurrences
0d40092256E169D036: 6 occurrences
0d3FCB367A0F9096BC: 6 occurrences
0dBFB9999999999998: 6 occurrences
0dC0937BE319BA0DA4: 6 occurrences
0dC08D880000000000: 6 occurrences
0d4041800000000000: 6 occurrences
0d3FFC212CC640F030: 5 occurrences
0dC002000000000000: 5 occurrences
0d4330000000000000: 5 occurrences
0d3FF7B8BAC710CB29: 5 occurrences
0d40AC200000000000: 5 occurrences
0d3F689374BC6A7EFA: 5 occurrences
0d3FF23D70A3D70A3D: 5 occurrences
0d3C695355BAAAFAD3: 5 occurrences
0d400D7CED916872B0: 5 occurrences
0d402A0B4395810625: 5 occurrences
0d3FB9999999999998: 5 occurrences
0d3FEF2B020C49BA5E: 5 occurrences
0d483D6329F1C35CA5: 5 occurrences
0dC0C1F9AB851EB852: 5 occurrences
0dBFF199999999999A: 5 occurrences
0dC0C3880000000000: 5 occurrences
0d40E011A000000000: 5 occurrences
0d3FFBB67AE8584CAA: 5 occurrences
0d405FE00000000000: 5 occurrences
0d402148A69229A124: 5 occurrences
0dBF847AE147AE147C: 5 occurrences
0d3FCCCCCCCCCCCCCD: 5 occurrences
0d3FB3333333333333: 5 occurrences
0d401222B6D00B45AE: 5 occurrences
0d40097D6139D6BB63: 5 occurrences
0d40B5E00000000000: 5 occurrences
0d4031B33333333333: 5 occurrences
0d4046800000000000: 5 occurrences
0d403F000000000000: 5 occurrences
0d4059400000000000: 5 occurrences
0dC12E848000000000: 5 occurrences
0d414885C20147AE14: 5 occurrences
0d401D333333333333: 5 occurrences
0d401E666666666666: 5 occurrences
0d401F99999999999A: 5 occurrences
0d4020666666666666: 5 occurrences
0d4021000000000000: 5 occurrences
0d402199999999999A: 5 occurrences
0d4022333333333333: 5 occurrences
0d4022CCCCCCCCCCCD: 5 occurrences
0d3FF9E377A0000000: 5 occurrences
0d405E000000000000: 5 occurrences
0d3FF4A3D70A3D70A4: 5 occurrences
0dC004A3D70A3D70A4: 5 occurrences
0dBFF4A3D70A3D70A4: 5 occurrences
0d3EE995D33B7BD711: 5 occurrences
0d40011EB860000000: 5 occurrences
0d3FD9884529D8EA4D: 5 occurrences
0d40538ECC857F3062: 5 occurrences
0d3FF6A0902DE00D1B: 5 occurrences
0d3FF40D844D013A93: 5 occurrences
0d3C94B961B508B2B2: 5 occurrences
0d405F6A7A2955385E: 5 occurrences
0d3FEFEF9DB22D0E56: 5 occurrences
0d3FEFE76C8B439581: 5 occurrences
0d3FE5555555555556: 5 occurrences
0d3FD61F9A649AB44C: 5 occurrences
0dC046800000000000: 5 occurrences
0d4384000000000000: 5 occurrences
0d41E65A0BC0000000: 5 occurrences
0d3F8921FB54442D18: 5 occurrences
0d3FB70A3D70A3D70A: 5 occurrences
0d416312CFE0000000: 5 occurrences
0d3F8DADC11968F613: 5 occurrences
0d3F00000000000000: 5 occurrences
0d4005BE76C8B43958: 5 occurrences
0d3F52B4049EDF1F7E: 5 occurrences
0dBFB2B4049FFCFEFC: 5 occurrences
0d3F8C71C71C71C71C: 5 occurrences
0dBFC70A3D70A3D70A: 5 occurrences
0dBFDAD0E560418937: 5 occurrences
0dBFB4BC6A7EF9DB23: 5 occurrences
0d3FA2444F20000000: 4 occurrences
0d3F91DF46A2529E84: 4 occurrences
0dBFFC000000000000: 4 occurrences
0d3F5D41D41D41D41D: 4 occurrences
0d4080000000000000: 4 occurrences
0d3E00000000600000: 4 occurrences
0d3DF0000000600000: 4 occurrences
0dBFF6A09E667F3BCD: 4 occurrences
0dC050000000000000: 4 occurrences
0d3FE279A74590331E: 4 occurrences
0dBFE279A74590331E: 4 occurrences
0d3FFE666666666666: 4 occurrences
0d3FD147AE147AE148: 4 occurrences
0dC032000000000000: 4 occurrences
0d4042000000000000: 4 occurrences
0d3FE147AE147AE148: 4 occurrences
0d4076D00000000000: 4 occurrences
0d3FD1C71C89A38251: 4 occurrences
0dBFEFAE147AE147AE: 4 occurrences
0d3FD3D70A3D70A3D7: 4 occurrences
0d3FE0F5C28F5C28F6: 4 occurrences
0d3FEE147AE147AE14: 4 occurrences
0d3FF80068DB8BAC71: 4 occurrences
0d3F726E978D4FDF3B: 4 occurrences
0d400028F5C28F5C29: 4 occurrences
0d3FE3851EB851EB85: 4 occurrences
0d3FF8CCCCCCCCCCCD: 4 occurrences
0d3F647AE147AE147B: 4 occurrences
0d3F63A92A30553261: 4 occurrences
0d3F353DA9D9ADB0D3: 4 occurrences
0d3F68B395992EE59C: 4 occurrences
0d3F9B39B5835A121A: 4 occurrences
0d3FC34F07FAF62AEA: 4 occurrences
0d3FE07AC98FAB8428: 4 occurrences
0d3FEC1FFF5991ECA7: 4 occurrences
0dBF7134A34AC8503B: 4 occurrences
0d3F924E3A4AA99C71: 4 occurrences
0dBF9DA5E2FE119350: 4 occurrences
0d3F9760A9381D27D9: 4 occurrences
0dBF852051AF1F3CDC: 4 occurrences
0d3F5AD64FD85A7496: 4 occurrences
0dBF6DA81156948C3F: 4 occurrences
0dBFA46B2ECD1CFEBE: 4 occurrences
0d3F72C3D75AC54874: 4 occurrences
0d3FA278A88849E5FD: 4 occurrences
0d3FD105B474E732AA: 4 occurrences
0d3FF34ED83FC7962C: 4 occurrences
0d4008B833B89430A4: 4 occurrences
0d400C1FFEE6248CA7: 4 occurrences
0d3F70125EFD3B7F88: 4 occurrences
0dBF90DF2BCA084C55: 4 occurrences
0d3F9AFCE6F0E55AE3: 4 occurrences
0dBF9512271EFDC716: 4 occurrences
0d3F82C3F38A50D154: 4 occurrences
0dBF59D0C14E13894A: 4 occurrences
0d3F6275482B92D5DB: 4 occurrences
0d3F8B35A5FF2D9D1C: 4 occurrences
0d3810000000000000: 4 occurrences
0d3FDBCB7B1526E50E: 4 occurrences
0d3FDFEF9DB22D0E56: 4 occurrences
0d406921FA00000000: 4 occurrences
0d3FF91121EA775886: 4 occurrences
0d405B800000000000: 4 occurrences
0d401921FB60000000: 4 occurrences
0d3FE20DD750429B6D: 4 occurrences
0d4043400000000000: 4 occurrences
0d411E848000000000: 4 occurrences
0d3FB3F4AAC1A59B7D: 4 occurrences
0d3FBF3E88718D97B6: 4 occurrences
0d3FA13F196E71AD15: 4 occurrences
0d3FAD56A7ABF44657: 4 occurrences
0d3F9048AD66D07B85: 4 occurrences
0d3FB895869E138415: 4 occurrences
0d3FBC28F5C28F5C29: 4 occurrences
0d3F50624DE0000000: 4 occurrences
0d4010001A36E2EB1C: 4 occurrences
0dC2374876E0000000: 4 occurrences
0d3FF199999A000000: 4 occurrences
0d3FD9884533D3D180: 4 occurrences
0d412E848200000000: 4 occurrences
0d3FEE7078B0A726A6: 4 occurrences
0d401135408DB3093D: 4 occurrences
0d3FEFDF3B645A1CAC: 4 occurrences
0d4085E00000000000: 4 occurrences
0dC058E00000000000: 4 occurrences
0d3F69A5C37387B719: 4 occurrences
0dBFAC28F5C28F5C29: 4 occurrences
0d40F55CC000000000: 4 occurrences
0d4101170000000000: 4 occurrences
0d40AA680000000000: 4 occurrences
0d3F2833F720000000: 4 occurrences
0d3FF1000000000000: 4 occurrences
0d3FAE1E1E1E1E1E1E: 4 occurrences
0d40A7700000000000: 4 occurrences
0d40DD4C0000000000: 4 occurrences
0dBFF5555555555555: 4 occurrences
0d3FF23CBE61CFFEB0: 4 occurrences
0d3FF000D1B71758E2: 4 occurrences
0dC08F400000000000: 4 occurrences
0d3FDFAE147AE147AE: 4 occurrences
0d3F91DF46AAAAAAAB: 4 occurrences
0dC049000000000000: 4 occurrences
0d3FB7555555555555: 4 occurrences
0d3FE4D55555555555: 4 occurrences
0d3FC0C30C30C30C31: 4 occurrences
0d41EFFFFFFFE00000: 4 occurrences
0dBFE3C6EF40000000: 4 occurrences
0d403DFD70A3D70A3D: 4 occurrences
0dC03DFD70A3D70A3D: 4 occurrences
0dC0339EB851EB851F: 4 occurrences
0dC0239EB851EB851F: 4 occurrences
0d3FF07EF9DB22D0E5: 4 occurrences
0d3FDEB851EB851EB8: 4 occurrences
0d3FF6A09E7098EF50: 4 occurrences
0d4090C33E80B5F1FD: 4 occurrences
0d3FC554D203805032: 4 occurrences
0d3FE6A09E60000000: 4 occurrences
0d401921FB54411744: 4 occurrences
0d404C800000000000: 4 occurrences
0d3FFCCCCCCCCCCCCD: 4 occurrences
0d4058000000000000: 4 occurrences
0d4058400000000000: 4 occurrences
0d4058800000000000: 4 occurrences
0d4058C00000000000: 4 occurrences
0d3EFEB851EB851EB8: 4 occurrences
0d3F89CD686D7FF75D: 4 occurrences
0d3F1F3526859B8CEB: 4 occurrences
0d3C32725DD1D243AC: 4 occurrences
0dBF10000000000000: 4 occurrences
0d3E4BB67AE8584CAB: 4 occurrences
0d40C5180000000000: 4 occurrences
0d4000666666800000: 4 occurrences
0d406D700000000000: 4 occurrences
0d3FCDA6711871100E: 4 occurrences
0d3FF548CDD6F42943: 4 occurrences
0dBFFD23DD4EF278D0: 4 occurrences
0d3FFC80EF025F5E68: 4 occurrences
0dBFD6D1F0E5A8325B: 4 occurrences
0d3FD470BF3A92F8EC: 4 occurrences
0d430C6BF526340000: 4 occurrences
0d3FF004189374BC6A: 4 occurrences
0d4001555555555555: 4 occurrences
0d4071040000000000: 4 occurrences
0d3FE276C8B4395810: 4 occurrences
0d3FEA1CAC083126E9: 4 occurrences
0d3FC236E6DC6D7EB4: 4 occurrences
0d3FEBB67AE8584CAA: 4 occurrences
0d3FDFFFFFFFFFFFFE: 4 occurrences
0d40040D931FEE115C: 4 occurrences
0dBFA0D844D013A92A: 4 occurrences
0d4090000000000000: 4 occurrences
0d4004471C71C71C72: 4 occurrences
0d7FFFFFFFE0000000: 3 occurrences
0dBE71FA71D78C0EE2: 3 occurrences
0d3E452636124338B3: 3 occurrences
0d3E8D111F31E61306: 3 occurrences
0dBEA0502BBE1B2706: 3 occurrences
0d3EB06850B2970292: 3 occurrences
0dBEC108474875033D: 3 occurrences
0d3ED24ACCC62909DC: 3 occurrences
0dBEE3CB25209E63BE: 3 occurrences
0d3EF581CBBC8CDC7B: 3 occurrences
0dBF078E04B85C7597: 3 occurrences
0d3F1A12730CF45051: 3 occurrences
0dBF2D3FD354062012: 3 occurrences
0d3F40B36B0B4DE323: 3 occurrences
0dBF538AC5C6D0317A: 3 occurrences
0d3F67ADD6EAAB19FC: 3 occurrences
0dBF7E404FC20E4D5B: 3 occurrences
0d3F951322AC7DA390: 3 occurrences
0dBFB13E001A5578A3: 3 occurrences
0d3FD4A34CC4A60FA3: 3 occurrences
0d3FDB0EE6072093CF: 3 occurrences
0dC1122B7730207EF3: 3 occurrences
0dC0AF7040BB18FB05: 3 occurrences
0dC1585A0DB81DE7D0: 3 occurrences
0dC18A992B8BA94677: 3 occurrences
0dC1AAC5CB6957CC20: 3 occurrences
0dC1BC0E2B308774BE: 3 occurrences
0dC1C6BA13DCAE7F67: 3 occurrences
0dC1CCF33B9C3D120C: 3 occurrences
0dC08FF62E0BE189FE: 3 occurrences
0dC10074FACE10C93F: 3 occurrences
0dC151B662F8D75791: 3 occurrences
0dC18EE64AB4D207F7: 3 occurrences
0dC1B9051687C9951A: 3 occurrences
0dC1D2B866BF0B853D: 3 occurrences
0dC1D4E2130E9DC133: 3 occurrences
0d3FA3EB504359EB88: 3 occurrences
0d3F881F6D2A4C4310: 3 occurrences
0d3FAE35D8DEB06317: 3 occurrences
0d3FAED469A8B6ECCE: 3 occurrences
0d3FACC1B1C357BEFE: 3 occurrences
0d3FAD7154DB67F79F: 3 occurrences
0d3FAFCC622CF2F7BB: 3 occurrences
0d3FB11747A4D1CC43: 3 occurrences
0d3FB24CE16A21B8AC: 3 occurrences
0d3FB3B1C21A7BCB00: 3 occurrences
0d3FB556723452ED57: 3 occurrences
0d3FB748C00891544F: 3 occurrences
0d3FB9A0207808CF40: 3 occurrences
0d3FBC80673B8AE26B: 3 occurrences
0d3FC010B364B7E555: 3 occurrences
0d3FC2703A1D239658: 3 occurrences
0d3FC5B40CB1137E6E: 3 occurrences
0d3FCA8B9C17AC4F03: 3 occurrences
0d3FD151322AC7CB52: 3 occurrences
0d3FD9A4D55BEAB1D4: 3 occurrences
0d3FEA51A6625307D6: 3 occurrences
0d3EA7B77CEB0625E8: 3 occurrences
0dBE7844988BFE6590: 3 occurrences
0dBE998C69C8710CC4: 3 occurrences
0dBEF6527A5A11CF6E: 3 occurrences
0d3F20EC2950B1B5DE: 3 occurrences
0dBF2C4D80C24BA278: 3 occurrences
0dBF5315B4E8CC0D09: 3 occurrences
0d3F7D917F15D50020: 3 occurrences
0dBF83B4ABB41CB6FA: 3 occurrences
0dBFA59AF1275B7120: 3 occurrences
0d3FC5512321A168A0: 3 occurrences
0dBFA5815E8FDCE74C: 3 occurrences
0dBFE4FCF4026ADD1A: 3 occurrences
0d3FE2788CFC6FB5C8: 3 occurrences
0d400921FB54442C46: 3 occurrences
0dBF5D41D41D41D41D: 3 occurrences
0dC08F380000000000: 3 occurrences
0d404CA5DC1A47A9E3: 3 occurrences
0dC039000000000000: 3 occurrences
0d417312CFF0000000: 3 occurrences
0d3DD258775E37FA03: 3 occurrences
0d3FF91EB851EB851F: 3 occurrences
0d4012D70A3D70A3D7: 3 occurrences
0dBF747AE147AE147B: 3 occurrences
0dC05FE00000000000: 3 occurrences
0d4035000000000000: 3 occurrences
0d3EA0C6F7A0B5ED8D: 3 occurrences
0d3EF4879BC1D97778: 3 occurrences
0dBF8460AA64C2F838: 3 occurrences
0dBFE921FB54442D18: 3 occurrences
0dC002D97C7F3321D2: 3 occurrences
0d3DE611A561D87DEF: 3 occurrences
0d3D6B4C75AB274C53: 3 occurrences
0d3E5AE64671B18F5C: 3 occurrences
0d3EC71DE3A465B1E4: 3 occurrences
0d3F2A01A01A02899D: 3 occurrences
0d3F811111111110A6: 3 occurrences
0d3FC5555555555556: 3 occurrences
0d408633CE8FB9F87E: 3 occurrences
0d3FEFFBE76C8B4396: 3 occurrences
0d3F71DF46A2529D39: 3 occurrences
0d3FD6E297396D0918: 3 occurrences
0d3FDA65A14488C60D: 3 occurrences
0d3FC71819D2391D58: 3 occurrences
0d3FE6E297396D0918: 3 occurrences
0d3FCB38CDA6E75FF6: 3 occurrences
0d3FB279AAE6C8F755: 3 occurrences
0d3FBE836EB4E98138: 3 occurrences
0d3F93CC4AC6CDAF4B: 3 occurrences
0d3FEE68427418D691: 3 occurrences
0d3FEE6A22B3892EE8: 3 occurrences
0d3FF16B8950763A19: 3 occurrences
0d3FC1A7B0B3919264: 3 occurrences
0dBFF7555555555555: 3 occurrences
0d4011800000000000: 3 occurrences
0d3FE0CCCCCCCCCCCD: 3 occurrences
0dBFB6DB6DB6DB6DB7: 3 occurrences
0dBFF4AAAAAAAAAAAB: 3 occurrences
0d3FF3555555555555: 3 occurrences
0dBFB3333333333333: 3 occurrences
0d3F78618618618618: 3 occurrences
0dC031000000000000: 3 occurrences
0d3FF672B020C49BA6: 3 occurrences
0d41A483BFE6849BA6: 3 occurrences
0d3FCA12F684BDA12F: 3 occurrences
0d4004BDA12F684BDA: 3 occurrences
0d3FF4BDA12F684BDA: 3 occurrences
0d3FD5E00000000000: 3 occurrences
0d3F9E3425ED097B42: 3 occurrences
0d3FA54BDA12F684BE: 3 occurrences
0d3FD99F425ED097B4: 3 occurrences
0d3FAFA00000000000: 3 occurrences
0d3FB90EE643B990EE: 3 occurrences
0d3FD9C3D02E2BB280: 3 occurrences
0d3FCAEF9F76166929: 3 occurrences
0d3FD280A685DAB4B0: 3 occurrences
0d3FBA284BDA12F685: 3 occurrences
0d3FD891F2747C9D1F: 3 occurrences
0d3FCF4ED097B425ED: 3 occurrences
0d3F93C92492492492: 3 occurrences
0d4061800000000000: 3 occurrences
0dC1CDCD6500000000: 3 occurrences
0d403921FB54442D18: 3 occurrences
0d3E7AD7F2A0000000: 3 occurrences
0d37A16C262777579C: 3 occurrences
0d4068C00000000000: 3 occurrences
0d3F5205BC00000000: 3 occurrences
0d3FA45F306DC9C883: 3 occurrences
0d3FB1111111111111: 3 occurrences
0d4024333333333333: 3 occurrences
0dBFF4000000000000: 3 occurrences
0d3C07A4F0C2304891: 3 occurrences
0d3D37135A86A1D3B0: 3 occurrences
0d41B1E1A300000000: 3 occurrences
0d3B30B0E6760A98E7: 3 occurrences
0d3FF66E978D4FDF3B: 3 occurrences
0dBFD604189374BC6A: 3 occurrences
0d3FFC5A1CAC083127: 3 occurrences
0d4031000000000000: 3 occurrences
0dC04E000000000000: 3 occurrences
0d4015000000000000: 3 occurrences
0d402D1EB851EB851F: 3 occurrences
0d400921FB54442D11: 3 occurrences
0d3FEE69AD42C3C9EF: 3 occurrences
0d3FF16BB98C7E2824: 3 occurrences
0dC069000000000000: 3 occurrences
0d3FE9884548DF6CE3: 3 occurrences
0d402399999999999A: 3 occurrences
0d3FA0624DD2F1A9FC: 3 occurrences
0d3FD1EB851EB851EC: 3 occurrences
0d3FC0624DD2F1A9FC: 3 occurrences
0dBFC1A7B9611A7B96: 3 occurrences
0d3AC5D18EFAE2DB4A: 3 occurrences
0d3F783DDECEDDB853: 3 occurrences
0d3AB5D18EFAE2DB4A: 3 occurrences
0dBFE3333333333333: 3 occurrences
0d406FF00000000000: 3 occurrences
0d4016000000000000: 3 occurrences
0d3FC1A7B9611A7B96: 3 occurrences
0d3FEFFFFFFFF24190: 3 occurrences
0d3FEFD70A3D70A3D7: 3 occurrences
0d400921FA00000000: 3 occurrences
0d40BFFF0000000000: 3 occurrences
0d3EE3333333333334: 3 occurrences
0d3F7999999999999A: 3 occurrences
0d400921FB54524550: 3 occurrences
